date,India_AverageTemperature
1804-04-01,31.053333333333335
1804-05-01,32.368052341597796
1804-06-01,31.408763085399446
1804-07-01,30.067826446280993
1804-08-01,28.21195316804408
1804-09-01,28.080707988980716
1804-10-01,25.917195592286504
1804-11-01,23.59495867768595
1804-12-01,18.692826446280993
1805-01-01,19.220669421487603
1805-02-01,21.130710743801654
1805-03-01,26.028195592286504
1805-04-01,28.956250688705236
1805-05-01,31.776429752066118
1805-06-01,31.401881542699723
1805-07-01,28.398217630853996
1805-08-01,28.60389256198347
1805-09-01,27.480440771349862
1805-10-01,24.604033057851236
1805-11-01,21.984691460055096
1805-12-01,20.149162534435263
1806-01-01,19.129584022038568
1806-02-01,21.069035812672176
1806-03-01,25.101060606060603
1806-04-01,29.289198347107437
1806-05-01,31.61617906336088
1806-06-01,29.46463085399449
1806-07-01,28.372994490358128
1806-08-01,28.297873278236917
1806-09-01,28.434561983471077
1806-10-01,25.53092561983471
1806-11-01,22.47682093663912
1806-12-01,19.713754820936643
1807-01-01,18.077341597796142
1807-02-01,20.795349862258956
1807-03-01,
1807-04-01,
1807-05-01,29.53650964187328
1807-06-01,31.002732782369147
1807-07-01,29.049264462809916
1807-08-01,27.87694214876033
1807-09-01,27.99905785123967
1807-10-01,25.30663085399449
1807-11-01,22.338856749311294
1807-12-01,20.362661157024792
1808-01-01,
1808-02-01,
1808-03-01,
1808-04-01,
1808-05-01,
1808-06-01,
1808-07-01,
1808-08-01,
1808-09-01,
1808-10-01,
1808-11-01,
1808-12-01,
1809-01-01,
1809-02-01,
1809-03-01,
1809-04-01,
1809-05-01,
1809-06-01,
1809-07-01,
1809-08-01,
1809-09-01,
1809-10-01,
1809-11-01,
1809-12-01,
1810-01-01,
1810-02-01,
1810-03-01,
1810-04-01,
1810-05-01,
1810-06-01,
1810-07-01,
1810-08-01,
1810-09-01,
1810-10-01,
1810-11-01,
1810-12-01,
1811-01-01,
1811-02-01,
1811-03-01,
1811-04-01,
1811-05-01,
1811-06-01,
1811-07-01,
1811-08-01,
1811-09-01,
1811-10-01,
1811-11-01,
1811-12-01,
1812-01-01,
1812-02-01,
1812-03-01,
1812-04-01,
1812-05-01,
1812-06-01,
1812-07-01,
1812-08-01,
1812-09-01,
1812-10-01,
1812-11-01,
1812-12-01,
1813-01-01,16.65414600550964
1813-02-01,20.66117906336088
1813-03-01,23.59711570247934
1813-04-01,29.85123415977961
1813-05-01,32.195826446280996
1813-06-01,29.721757575757575
1813-07-01,28.21175482093664
1813-08-01,26.71119834710744
1813-09-01,27.271382920110195
1813-10-01,24.94047658402204
1813-11-01,22.97013774104683
1813-12-01,17.867641873278234
1814-01-01,17.522771349862257
1814-02-01,20.661088154269972
1814-03-01,24.324308539944905
1814-04-01,28.491603305785123
1814-05-01,
1814-06-01,30.373449035812673
1814-07-01,26.970479338842974
1814-08-01,26.762663911845728
1814-09-01,26.130691460055097
1814-10-01,24.26512396694215
1814-11-01,22.917487603305787
1814-12-01,20.538867768595043
1815-01-01,17.931391184573002
1815-02-01,21.237110192837466
1815-03-01,24.31447933884298
1815-04-01,29.368804407713498
1815-05-01,30.976595041322316
1815-06-01,27.93142699724518
1815-07-01,27.5906391184573
1815-08-01,26.999253443526168
1815-09-01,26.707154269972452
1815-10-01,23.77501652892562
1815-11-01,20.831851239669422
1815-12-01,17.452118457300276
1816-01-01,18.362159779614323
1816-02-01,18.344928374655648
1816-03-01,24.079246153846157
1816-04-01,27.844861892583122
1816-05-01,30.984434782608698
1816-06-01,29.60591304347826
1816-07-01,26.493143222506394
1816-08-01,26.299918158567774
1816-09-01,25.43906393861893
1816-10-01,22.979731457800515
1816-11-01,20.543583120204605
1816-12-01,17.35982864450128
1817-01-01,17.412081841432226
1817-02-01,20.256547314578008
1817-03-01,24.06647314578005
1817-04-01,28.607115089514064
1817-05-01,29.741048593350385
1817-06-01,28.542616368286446
1817-07-01,27.057230179028135
1817-08-01,27.096214833759593
1817-09-01,24.82949104859335
1817-10-01,23.46709207161125
1817-11-01,20.887851662404092
1817-12-01,17.187460358056267
1818-01-01,17.567575447570334
1818-02-01,19.567150895140667
1818-03-01,24.6289717948718
1818-04-01,29.249480818414323
1818-05-01,31.387636828644503
1818-06-01,30.225976982097187
1818-07-01,26.6797084398977
1818-08-01,26.144644501278773
1818-09-01,25.49269820971867
1818-10-01,23.565841432225067
1818-11-01,20.864757033248083
1818-12-01,17.70240409207161
1819-01-01,15.861784615384616
1819-02-01,19.13623846153846
1819-03-01,23.71785641025641
1819-04-01,27.60974102564103
1819-05-01,30.170894871794875
1819-06-01,29.66751794871795
1819-07-01,27.348928205128207
1819-08-01,26.652933333333333
1819-09-01,26.06194884910486
1819-10-01,24.73083375959079
1819-11-01,21.558971867007674
1819-12-01,17.552566666666667
1820-01-01,16.981407713498623
1820-02-01,18.988856777493606
1820-03-01,24.243541025641026
1820-04-01,29.18823076923077
1820-05-01,30.504670076726345
1820-06-01,29.61168030690537
1820-07-01,27.412164102564105
1820-08-01,26.344184143222503
1820-09-01,26.36411253196931
1820-10-01,24.319693094629155
1820-11-01,21.16608695652174
1820-12-01,17.576649616368286
1821-01-01,18.727076726342712
1821-02-01,21.435386189258313
1821-03-01,25.375519181585677
1821-04-01,28.19672122762148
1821-05-01,31.063851662404094
1821-06-01,30.00006905370844
1821-07-01,27.620427109974422
1821-08-01,27.12780306905371
1821-09-01,25.675920716112532
1821-10-01,24.544895140664963
1821-11-01,21.982281329923275
1821-12-01,18.601470588235294
1822-01-01,19.047053708439897
1822-02-01,22.234179028132992
1822-03-01,27.08258056265985
1822-04-01,28.672237851662405
1822-05-01,31.067071611253198
1822-06-01,29.855785166240413
1822-07-01,28.072790281329922
1822-08-01,26.584554987212275
1822-09-01,26.00232480818414
1822-10-01,24.034959079283887
1822-11-01,20.92121483375959
1822-12-01,17.65598465473146
1823-01-01,18.404777493606137
1823-02-01,20.93513043478261
1823-03-01,25.049056265984657
1823-04-01,29.390831202046037
1823-05-01,30.903531969309466
1823-06-01,30.65027621483376
1823-07-01,28.091222506393862
1823-08-01,26.594772378516627
1823-09-01,25.367634271099746
1823-10-01,24.72479283887468
1823-11-01,20.98173145780051
1823-12-01,19.27287087912088
1824-01-01,19.391403846153846
1824-02-01,21.422093406593405
1824-03-01,25.82983791208791
1824-04-01,29.466236263736267
1824-05-01,31.196359890109893
1824-06-01,30.76963186813187
1824-07-01,29.437219780219785
1824-08-01,27.389813186813186
1824-09-01,27.369961538461535
1824-10-01,24.45523076923077
1824-11-01,22.500695054945055
1824-12-01,20.744258241758242
1825-01-01,19.579523943661975
1825-02-01,21.79098309859155
1825-03-01,25.809338028169016
1825-04-01,29.904405633802817
1825-05-01,31.173467605633803
1825-06-01,30.54290704225352
1825-07-01,28.184884507042252
1825-08-01,26.703828169014084
1825-09-01,26.445850704225354
1825-10-01,24.974712676056342
1825-11-01,23.08465070422535
1825-12-01,19.232819718309862
1826-01-01,19.133074175824177
1826-02-01,20.475873626373627
1826-03-01,25.850879120879124
1826-04-01,29.76748076923077
1826-05-01,32.11474450549451
1826-06-01,29.73462087912088
1826-07-01,28.504997252747252
1826-08-01,26.572357142857143
1826-09-01,26.52231868131868
1826-10-01,25.37748351648352
1826-11-01,23.01292857142857
1826-12-01,20.599524725274726
1827-01-01,19.876376373626375
1827-02-01,21.818467032967035
1827-03-01,26.20321428571429
1827-04-01,30.07833791208791
1827-05-01,31.142925824175823
1827-06-01,30.369615384615386
1827-07-01,28.626590659340657
1827-08-01,27.135057692307694
1827-09-01,26.217491758241756
1827-10-01,24.988604395604398
1827-11-01,22.96345054945055
1827-12-01,19.057260989010988
1828-01-01,18.260343406593407
1828-02-01,20.886277472527475
1828-03-01,25.729222527472526
1828-04-01,29.139785714285715
1828-05-01,31.17506868131868
1828-06-01,31.099615384615387
1828-07-01,28.504766483516484
1828-08-01,27.129552197802195
1828-09-01,25.449733516483516
1828-10-01,25.12760164835165
1828-11-01,22.828217032967032
1828-12-01,19.47168956043956
1829-01-01,18.871076923076924
1829-02-01,20.276835164835166
1829-03-01,25.411521978021977
1829-04-01,28.953324175824175
1829-05-01,31.41016208791209
1829-06-01,30.20755769230769
1829-07-01,28.04908241758242
1829-08-01,26.98813186813187
1829-09-01,26.166370879120883
1829-10-01,25.504752747252745
1829-11-01,21.84871153846154
1829-12-01,18.980967032967033
1830-01-01,19.06979945054945
1830-02-01,21.761104395604395
1830-03-01,25.167167582417584
1830-04-01,29.39581868131868
1830-05-01,29.477854395604396
1830-06-01,30.051074175824176
1830-07-01,28.674626373626374
1830-08-01,26.843000000000004
1830-09-01,26.108766483516483
1830-10-01,24.962843406593407
1830-11-01,23.47177197802198
1830-12-01,20.095829670329667
1831-01-01,18.606228021978023
1831-02-01,21.271574175824178
1831-03-01,25.69840934065934
1831-04-01,28.626804945054946
1831-05-01,31.619206043956044
1831-06-01,30.651953296703297
1831-07-01,27.59349175824176
1831-08-01,26.341524725274727
1831-09-01,25.63209340659341
1831-10-01,24.537870879120877
1831-11-01,21.285623626373628
1831-12-01,18.589107142857145
1832-01-01,18.099291208791207
1832-02-01,20.263502747252748
1832-03-01,25.65771703296703
1832-04-01,29.56641483516483
1832-05-01,31.696282967032968
1832-06-01,
1832-07-01,28.488024725274723
1832-08-01,26.891934065934066
1832-09-01,25.75391483516484
1832-10-01,24.72926170798898
1832-11-01,21.43901098901099
1832-12-01,
1833-01-01,18.48175191815857
1833-02-01,20.90610230179028
1833-03-01,24.76002813299233
1833-04-01,28.455452685421996
1833-05-01,30.37637084398977
1833-06-01,30.601194373401537
1833-07-01,28.329140664961635
1833-08-01,26.660299232736573
1833-09-01,26.299005115089514
1833-10-01,24.4912915601023
1833-11-01,22.234406649616368
1833-12-01,19.00611253196931
1834-01-01,17.13706138107417
1834-02-01,20.68681074168798
1834-03-01,25.199644501278772
1834-04-01,28.312214833759594
1834-05-01,31.714000000000002
1834-06-01,29.769639386189258
1834-07-01,27.965831202046033
1834-08-01,26.923475703324808
1834-09-01,26.652618925831206
1834-10-01,24.61562915601023
1834-11-01,22.018593350383632
1834-12-01,19.24649104859335
1835-01-01,18.409368286445012
1835-02-01,20.576450127877237
1835-03-01,23.951915601023018
1835-04-01,27.66506905370844
1835-05-01,29.721657289002557
1835-06-01,29.009736572890027
1835-07-01,27.07823273657289
1835-08-01,26.03813810741688
1835-09-01,25.526373401534528
1835-10-01,24.139928388746803
1835-11-01,20.3676726342711
1835-12-01,17.23592327365729
1836-01-01,17.746496163682863
1836-02-01,20.158058823529412
1836-03-01,24.513227621483377
1836-04-01,28.153485933503838
1836-05-01,30.873945054945054
1836-06-01,30.163823529411765
1836-07-01,27.81096675191816
1836-08-01,26.529235294117647
1836-09-01,26.516186700767264
1836-10-01,25.225450127877238
1836-11-01,20.9266368286445
1836-12-01,18.787759590792838
1837-01-01,19.021824175824175
1837-02-01,21.441078167115904
1837-03-01,24.598603773584905
1837-04-01,27.736371967654986
1837-05-01,29.865376373626376
1837-06-01,29.555544668587896
1837-07-01,27.81774168797954
1837-08-01,26.871427109974423
1837-09-01,26.75208695652174
1837-10-01,24.58763427109974
1837-11-01,21.30858567774936
1837-12-01,18.83374168797954
1838-01-01,16.60474931880109
1838-02-01,20.17690463215259
1838-03-01,24.537209809264308
1838-04-01,28.717350383631715
1838-05-01,30.425365122615805
1838-06-01,30.052368286445013
1838-07-01,28.664601023017905
1838-08-01,27.203209718670077
1838-09-01,26.82953452685422
1838-10-01,25.0572915601023
1838-11-01,21.531237851662404
1838-12-01,18.907343324250682
1839-01-01,19.08850819672131
1839-02-01,21.738163934426233
1839-03-01,24.004385245901638
1839-04-01,28.96854143646409
1839-05-01,30.593621546961327
1839-06-01,29.753560773480665
1839-07-01,28.2136546961326
1839-08-01,27.06823756906077
1839-09-01,26.2940773480663
1839-10-01,25.40217955801105
1839-11-01,20.96514640883978
1839-12-01,18.36538674033149
1840-01-01,18.8593631713555
1840-02-01,20.824859335038365
1840-03-01,24.575219948849107
1840-04-01,28.744808184143224
1840-05-01,30.673836317135553
1840-06-01,29.979168797953964
1840-07-01,28.59193861892583
1840-08-01,26.927342710997443
1840-09-01,26.22467007672634
1840-10-01,24.90072549019608
1840-11-01,21.025539641943737
1840-12-01,18.416071611253198
1841-01-01,18.2730895140665
1841-02-01,21.03605347593583
1841-03-01,23.963485933503836
1841-04-01,27.76747570332481
1841-05-01,30.236772378516623
1841-06-01,29.916186700767266
1841-07-01,28.557255754475705
1841-08-01,26.939329923273657
1841-09-01,26.58594884910486
1841-10-01,24.69655742296919
1841-11-01,21.586048593350384
1841-12-01,18.398427109974424
1842-01-01,18.775837535014006
1842-02-01,21.32870868347339
1842-03-01,25.0733273657289
1842-04-01,28.732544757033246
1842-05-01,30.626358056265985
1842-06-01,29.581714285714288
1842-07-01,28.121984654731456
1842-08-01,26.771554987212276
1842-09-01,26.05146291560102
1842-10-01,24.556524296675192
1842-11-01,21.393659846547315
1842-12-01,19.127859335038366
1843-01-01,18.60009718670077
1843-02-01,21.281063938618928
1843-03-01,24.42341432225064
1843-04-01,28.141987212276213
1843-05-01,29.849815856777493
1843-06-01,29.618212276214834
1843-07-01,28.180002557544757
1843-08-01,27.078685421994884
1843-09-01,26.52441176470588
1843-10-01,24.69323529411765
1843-11-01,21.10012787723785
1843-12-01,18.153664961636828
1844-01-01,17.846496163682865
1844-02-01,19.483437340153454
1844-03-01,24.650861892583123
1844-04-01,28.3186547314578
1844-05-01,29.811736572890027
1844-06-01,29.73777749360614
1844-07-01,27.738687979539645
1844-08-01,26.92081074168798
1844-09-01,26.140626598465474
1844-10-01,24.631030690537084
1844-11-01,21.447278772378517
1844-12-01,18.381849104859334
1845-01-01,18.38482864450128
1845-02-01,20.031772378516624
1845-03-01,25.01194117647059
1845-04-01,28.294682864450127
1845-05-01,30.616552429667518
1845-06-01,29.64250639386189
1845-07-01,28.329015345268544
1845-08-01,27.24643989769821
1845-09-01,26.755391304347828
1845-10-01,24.577176470588235
1845-11-01,21.408723785166238
1845-12-01,17.84765728900256
1846-01-01,19.19779945799458
1846-02-01,20.741059620596207
1846-03-01,25.84338482384824
1846-04-01,28.407588075880756
1846-05-01,30.820929539295395
1846-06-01,30.150284552845527
1846-07-01,28.87139024390244
1846-08-01,27.628539295392955
1846-09-01,26.61181571815718
1846-10-01,24.252243902439023
1846-11-01,21.556523035230352
1846-12-01,18.444146341463416
1847-01-01,18.418531165311652
1847-02-01,20.391325203252034
1847-03-01,24.22117073170732
1847-04-01,28.703379403794038
1847-05-01,30.359010840108404
1847-06-01,29.759734417344173
1847-07-01,28.33441463414634
1847-08-01,27.260745257452577
1847-09-01,26.698455284552843
1847-10-01,24.60292140921409
1847-11-01,21.29120867208672
1847-12-01,16.83738482384824
1848-01-01,17.430815856777496
1848-02-01,20.749143222506394
1848-03-01,24.51994884910486
1848-04-01,28.19924040920716
1848-05-01,30.298657289002556
1848-06-01,29.35074936061381
1848-07-01,28.31028644501279
1848-08-01,27.140994884910487
1848-09-01,26.562271099744244
1848-10-01,24.600434782608698
1848-11-01,21.118598465473145
1848-12-01,18.413726342710998
1849-01-01,17.459626598465473
1849-02-01,20.04218925831202
1849-03-01,24.823140664961638
1849-04-01,28.51989769820972
1849-05-01,30.429608695652178
1849-06-01,29.381061381074172
1849-07-01,28.05862148337596
1849-08-01,27.078874680306907
